DateTime,Amount of Rainfall,Code
22/8/2020 14:00,6,435
22/8/2020 17:00,0,435
22/8/2020 20:00,5,435
22/8/2020 23:00,0,435
23/8/2020 2:00,3,435
23/8/2020 5:00,3,435
23/8/2020 8:00,1,435
23/8/2020 11:00,2,435
23/8/2020 14:00,5,435
23/8/2020 17:00,5,435
23/8/2020 20:00,1,435
23/8/2020 23:00,4,435
24/8/2020 2:00,1,435
24/8/2020 5:00,9,435
24/8/2020 8:00,7,435
24/8/2020 11:00,12,435
24/8/2020 14:00,4,435
24/8/2020 17:00,2,435
24/8/2020 20:00,5,435
24/8/2020 23:00,5,435
25/8/2020 2:00,1,435
25/8/2020 5:00,70,435
25/8/2020 8:00,2,435
25/8/2020 11:00,0,435
25/8/2020 14:00,1,435
25/8/2020 17:00,0,435
25/8/2020 20:00,0,435
25/8/2020 23:00,1,435
26/8/2020 2:00,0,435
26/8/2020 5:00,0,435
26/8/2020 8:00,1,435
26/8/2020 11:00,0,435
26/8/2020 14:00,70,435
26/8/2020 17:00,10,435
26/8/2020 20:00,70,435
26/8/2020 23:00,10,435
27/8/2020 2:00,70,435
27/8/2020 5:00,10,435
27/8/2020 8:00,0,435
27/8/2020 11:00,0,435
27/8/2020 14:00,0,435
27/8/2020 17:00,0,435
27/8/2020 20:00,0,435
27/8/2020 23:00,0,435
28/8/2020 2:00,0,435
28/8/2020 5:00,17,435
28/8/2020 8:00,4,435
28/8/2020 11:00,0,435
28/8/2020 14:00,0,435
28/8/2020 17:00,0,435
28/8/2020 20:00,0,435
28/8/2020 23:00,0,435
29/8/2020 2:00,0,435
29/8/2020 5:00,0,435
29/8/2020 8:00,0,435
29/8/2020 11:00,17,435
29/8/2020 14:00,4,435
29/8/2020 17:00,0,435
29/8/2020 20:00,0,435
29/8/2020 23:00,0,435
30/8/2020 2:00,0,435
30/8/2020 5:00,0,435
30/8/2020 8:00,0,435
30/8/2020 11:00,2,435
30/8/2020 14:00,3,435
30/8/2020 17:00,0,435
30/8/2020 20:00,5,435
30/8/2020 23:00,0,435
31/8/2020 2:00,4,435
31/8/2020 5:00,0,435
31/8/2020 8:00,0,435
31/8/2020 11:00,0,435
31/8/2020 14:00,0,435
31/8/2020 17:00,2,435
31/8/2020 20:00,3,435
31/8/2020 23:00,0,435
8/1/2020 2:00,5,327
8/1/2020 5:00,0,327
8/1/2020 8:00,4,327
8/1/2020 11:00,0,327
8/1/2020 14:00,0,327
8/1/2020 17:00,0,327
8/1/2020 20:00,0,327
8/1/2020 23:00,2,327
8/2/2020 2:00,2,327
8/2/2020 5:00,0,327
8/2/2020 8:00,0,327
8/2/2020 11:00,0,327
8/2/2020 14:00,1,327
8/2/2020 17:00,2,327
8/2/2020 20:00,0,327
8/2/2020 23:00,0,327
8/3/2020 2:00,0,327
8/3/2020 5:00,1,327
8/3/2020 8:00,2,327
8/3/2020 11:00,4,327
8/3/2020 14:00,60,327
8/3/2020 17:00,40,327
8/3/2020 20:00,4,327
8/3/2020 23:00,60,327
8/4/2020 2:00,4,327
8/4/2020 5:00,0,327
8/4/2020 8:00,8,327
8/4/2020 11:00,1,327
8/4/2020 14:00,5,327
8/4/2020 17:00,1,327
8/4/2020 20:00,0,327
8/4/2020 23:00,0,327
8/5/2020 2:00,0,327
8/5/2020 5:00,4,327
8/5/2020 8:00,0,327
8/5/2020 11:00,2,327
8/5/2020 14:00,60,327
8/5/2020 17:00,0,327
8/5/2020 20:00,1,327
8/5/2020 23:00,8,327
8/6/2020 2:00,5,327
8/6/2020 5:00,2,327
8/6/2020 8:00,1,327
8/6/2020 11:00,4,327
8/6/2020 14:00,2,327
8/6/2020 17:00,1,327
8/6/2020 20:00,0,327
8/6/2020 23:00,9,327
8/7/2020 2:00,2,327
8/7/2020 5:00,9,327
8/7/2020 8:00,5,327
8/7/2020 11:00,2,327
8/7/2020 14:00,0,327
8/7/2020 17:00,8,327
8/7/2020 20:00,0,327
8/7/2020 23:00,8,327
8/8/2020 2:00,1,327
8/8/2020 5:00,5,327
8/8/2020 8:00,1,327
8/8/2020 11:00,0,327
8/8/2020 14:00,0,327
8/8/2020 17:00,0,327
8/8/2020 20:00,4,327
8/8/2020 23:00,0,327
8/9/2020 2:00,2,327
8/9/2020 5:00,60,327
8/9/2020 8:00,1,327
8/9/2020 11:00,8,327
8/9/2020 14:00,5,327
8/9/2020 17:00,2,327
8/9/2020 20:00,1,327
8/9/2020 23:00,4,327
8/10/2020 2:00,2,327
8/10/2020 5:00,1,327
8/10/2020 8:00,0,327
8/10/2020 11:00,9,327
8/10/2020 14:00,2,327
8/10/2020 17:00,9,327
8/10/2020 20:00,5,327
8/10/2020 23:00,2,327
8/11/2020 2:00,0,327
8/11/2020 5:00,8,327
8/11/2020 8:00,0,327
8/11/2020 11:00,8,327
8/11/2020 14:00,1,327
8/11/2020 17:00,5,327
8/11/2020 20:00,1,327
8/11/2020 23:00,0,327
8/12/2020 2:00,0,327
8/12/2020 5:00,0,327
8/12/2020 8:00,4,327
8/12/2020 11:00,0,327
8/12/2020 14:00,2,327
8/12/2020 17:00,60,327
8/12/2020 20:00,0,327
8/12/2020 23:00,60,327
13/8/2020 2:00,2,327
13/8/2020 5:00,60,327
13/8/2020 8:00,2,327
13/8/2020 11:00,60,327
13/8/2020 14:00,8,327
13/8/2020 17:00,5,327
13/8/2020 20:00,4,327
13/8/2020 23:00,1,327
14/8/2020 2:00,2,327
14/8/2020 5:00,1,327
14/8/2020 8:00,0,327
14/8/2020 11:00,0,327
14/8/2020 14:00,0,327
14/8/2020 17:00,0,327
14/8/2020 20:00,2,327
14/8/2020 23:00,2,327
15/8/2020 2:00,8,327
15/8/2020 5:00,9,327
15/8/2020 8:00,3,327
15/8/2020 11:00,8,327
15/8/2020 14:00,9,327
15/8/2020 17:00,1,327
15/8/2020 20:00,4,327
15/8/2020 23:00,0,327
16/8/2020 2:00,0,327
16/8/2020 5:00,0,327
16/8/2020 8:00,8,327
16/8/2020 11:00,5,327
16/8/2020 14:00,4,327
16/8/2020 17:00,1,327
16/8/2020 20:00,2,327
16/8/2020 23:00,1,327
17/8/2020 2:00,0,327
17/8/2020 5:00,0,327
17/8/2020 8:00,0,327
17/8/2020 11:00,0,327
17/8/2020 14:00,2,327
17/8/2020 17:00,2,327
17/8/2020 20:00,8,327
17/8/2020 23:00,9,327
18/8/2020 2:00,3,327
18/8/2020 5:00,8,327
18/8/2020 8:00,9,327
18/8/2020 11:00,1,327
18/8/2020 14:00,4,327
18/8/2020 17:00,0,327
18/8/2020 20:00,0,327
18/8/2020 23:00,0,327
19/8/2020 2:00,8,327
19/8/2020 5:00,5,327
19/8/2020 8:00,4,327
19/8/2020 11:00,1,327
19/8/2020 14:00,2,327
19/8/2020 17:00,1,327
19/8/2020 20:00,0,327
19/8/2020 23:00,0,327
20/8/2020 2:00,0,327
20/8/2020 5:00,0,327
20/8/2020 8:00,0,327
20/8/2020 11:00,90,327
20/8/2020 14:00,80,327
20/8/2020 17:00,90,327
20/8/2020 20:00,90,327
20/8/2020 23:00,0,327
21/8/2020 2:00,90,327
21/8/2020 5:00,80,327
21/8/2020 8:00,90,327
21/8/2020 11:00,90,327
21/8/2020 14:00,2,327
21/8/2020 17:00,3,327
21/8/2020 20:00,2,327
21/8/2020 23:00,1,327
22/8/2020 2:00,1,327
22/8/2020 5:00,2,327
22/8/2020 8:00,2,327
22/8/2020 11:00,2,327
22/8/2020 14:00,5,327
22/8/2020 17:00,80,327
22/8/2020 20:00,2,327
22/8/2020 23:00,3,327
23/8/2020 2:00,2,327
23/8/2020 5:00,1,327
23/8/2020 8:00,1,327
23/8/2020 11:00,2,327
23/8/2020 14:00,2,327
23/8/2020 17:00,2,327
23/8/2020 20:00,5,327
23/8/2020 23:00,80,327
24/8/2020 2:00,2,327
24/8/2020 5:00,3,327
24/8/2020 8:00,8,327
24/8/2020 11:00,40,327
24/8/2020 14:00,8,327
24/8/2020 17:00,40,327
24/8/2020 20:00,3,327
24/8/2020 23:00,4,327
25/8/2020 2:00,6,327
25/8/2020 5:00,1,327
25/8/2020 8:00,0,327
25/8/2020 11:00,2,327
25/8/2020 14:00,2,327
25/8/2020 17:00,1,327
25/8/2020 20:00,5,327
25/8/2020 23:00,5,327
26/8/2020 2:00,2,327
26/8/2020 5:00,2,327
26/8/2020 8:00,2,327
26/8/2020 11:00,3,327
26/8/2020 14:00,4,327
26/8/2020 17:00,6,327
26/8/2020 20:00,1,327
26/8/2020 23:00,0,327
27/8/2020 2:00,2,327
27/8/2020 5:00,2,327
27/8/2020 8:00,1,327
27/8/2020 11:00,5,327
27/8/2020 14:00,5,327
27/8/2020 17:00,2,327
27/8/2020 20:00,2,327
27/8/2020 23:00,2,327
28/8/2020 2:00,3,327
28/8/2020 5:00,4,327
28/8/2020 8:00,6,327
28/8/2020 11:00,1,327
28/8/2020 14:00,0,327
28/8/2020 17:00,2,327
28/8/2020 20:00,2,327
28/8/2020 23:00,2,327
29/8/2020 2:00,2,327
29/8/2020 5:00,1,327
29/8/2020 8:00,2,327
29/8/2020 11:00,0,327
29/8/2020 14:00,13,327
29/8/2020 17:00,0,327
29/8/2020 20:00,8,327
29/8/2020 23:00,0,327
30/8/2020 2:00,0,327
30/8/2020 5:00,1,327
30/8/2020 8:00,2,327
30/8/2020 11:00,0,327
30/8/2020 14:00,13,327
30/8/2020 17:00,0,327
30/8/2020 20:00,8,327
30/8/2020 23:00,0,327
31/8/2020 2:00,0,327
31/8/2020 5:00,1,327
31/8/2020 8:00,2,327
31/8/2020 11:00,0,327
31/8/2020 14:00,13,327
31/8/2020 17:00,0,327
31/8/2020 20:00,0,327
31/8/2020 23:00,0,327
8/1/2020 2:00,1,232
8/1/2020 5:00,0,232
8/1/2020 8:00,0,232
8/1/2020 11:00,1,232
8/1/2020 14:00,0,232
8/1/2020 17:00,4,232
8/1/2020 20:00,0,232
8/1/2020 23:00,4,232
8/2/2020 2:00,0,232
8/2/2020 5:00,3,232
8/2/2020 8:00,10,232
8/2/2020 11:00,10,232
8/2/2020 14:00,3,232
8/2/2020 17:00,2,232
8/2/2020 20:00,1,232
8/2/2020 23:00,16,232
8/3/2020 2:00,2,232
8/3/2020 5:00,5,232
8/3/2020 8:00,1,232
8/3/2020 11:00,4,232
8/3/2020 14:00,5,232
8/3/2020 17:00,0,232
8/3/2020 20:00,2,232
8/3/2020 23:00,5,232
8/4/2020 2:00,1,232
8/4/2020 5:00,0,232
8/4/2020 8:00,5,232
8/4/2020 11:00,2,232
8/4/2020 14:00,1,232
8/4/2020 17:00,16,232
8/4/2020 20:00,2,232
8/4/2020 23:00,5,232
8/5/2020 2:00,1,232
8/5/2020 5:00,4,232
8/5/2020 8:00,5,232
8/5/2020 11:00,0,232
8/5/2020 14:00,2,232
8/5/2020 17:00,5,232
8/5/2020 20:00,1,232
8/5/2020 23:00,0,232
8/6/2020 2:00,5,232
8/6/2020 5:00,2,232
8/6/2020 8:00,1,232
8/6/2020 11:00,16,232
8/6/2020 14:00,2,232
8/6/2020 17:00,5,232
8/6/2020 20:00,1,232
8/6/2020 23:00,4,232
8/7/2020 2:00,5,232
8/7/2020 5:00,2,232
8/7/2020 8:00,2,232
8/7/2020 11:00,4,232
8/7/2020 14:00,2,232
8/7/2020 17:00,6,232
8/7/2020 20:00,1,232
8/7/2020 23:00,2,232
8/8/2020 2:00,10,232
8/8/2020 5:00,2,232
8/8/2020 8:00,10,232
8/8/2020 11:00,0,232
8/8/2020 14:00,0,232
8/8/2020 17:00,6,232
8/8/2020 20:00,6,232
8/8/2020 23:00,2,232
8/9/2020 2:00,2,232
8/9/2020 5:00,2,232
8/9/2020 8:00,4,232
8/9/2020 11:00,2,232
8/9/2020 14:00,6,232
8/9/2020 17:00,1,232
8/9/2020 20:00,2,232
8/9/2020 23:00,10,232
8/10/2020 2:00,2,232
8/10/2020 5:00,10,232
8/10/2020 8:00,0,232
8/10/2020 11:00,0,232
8/10/2020 14:00,6,232
8/10/2020 17:00,6,232
8/10/2020 20:00,2,232
8/10/2020 23:00,2,232
8/11/2020 2:00,2,232
8/11/2020 5:00,4,232
8/11/2020 8:00,2,232
8/11/2020 11:00,6,232
8/11/2020 14:00,1,232
8/11/2020 17:00,2,232
8/11/2020 20:00,10,232
8/11/2020 23:00,2,232
8/12/2020 2:00,10,232
8/12/2020 5:00,1,232
8/12/2020 8:00,1,232
8/12/2020 11:00,6,232
8/12/2020 14:00,11,232
8/12/2020 17:00,4,232
8/12/2020 20:00,5,232
8/12/2020 23:00,2,232
13/8/2020 2:00,8,232
13/8/2020 5:00,7,232
13/8/2020 8:00,8,232
13/8/2020 11:00,2,232
13/8/2020 14:00,6,232
13/8/2020 17:00,9,232
13/8/2020 20:00,2,232
13/8/2020 23:00,4,232
14/8/2020 2:00,1,232
14/8/2020 5:00,3,232
14/8/2020 8:00,2,232
14/8/2020 11:00,1,232
14/8/2020 14:00,1,232
14/8/2020 17:00,6,232
14/8/2020 20:00,11,232
14/8/2020 23:00,4,232
15/8/2020 2:00,5,232
15/8/2020 5:00,8,232
15/8/2020 8:00,7,232
15/8/2020 11:00,8,232
15/8/2020 14:00,2,232
15/8/2020 17:00,6,232
15/8/2020 20:00,9,232
15/8/2020 23:00,2,232
16/8/2020 2:00,4,232
16/8/2020 5:00,1,232
16/8/2020 8:00,3,232
16/8/2020 11:00,2,232
16/8/2020 14:00,1,232
16/8/2020 17:00,1,232
16/8/2020 20:00,6,232
16/8/2020 23:00,11,232
17/8/2020 2:00,4,232
17/8/2020 5:00,5,232
17/8/2020 8:00,2,232
17/8/2020 11:00,2,232
17/8/2020 14:00,2,232
17/8/2020 17:00,29,232
17/8/2020 20:00,12,232
17/8/2020 23:00,10,232
18/8/2020 2:00,2,232
18/8/2020 5:00,6,232
18/8/2020 8:00,8,232
18/8/2020 11:00,17,232
18/8/2020 14:00,5,232
18/8/2020 17:00,2,232
18/8/2020 20:00,2,232
18/8/2020 23:00,3,232
19/8/2020 2:00,3,232
19/8/2020 5:00,2,232
19/8/2020 8:00,2,232
19/8/2020 11:00,29,232
19/8/2020 14:00,12,232
19/8/2020 17:00,10,232
19/8/2020 20:00,2,232
19/8/2020 23:00,6,232
20/8/2020 2:00,8,232
20/8/2020 5:00,17,232
20/8/2020 8:00,5,232
20/8/2020 11:00,2,232
20/8/2020 14:00,2,232
20/8/2020 17:00,3,232
20/8/2020 20:00,3,232
20/8/2020 23:00,2,232
21/8/2020 2:00,2,232
21/8/2020 5:00,29,232
21/8/2020 8:00,12,232
21/8/2020 11:00,10,232
21/8/2020 14:00,80,232
21/8/2020 17:00,1,232
21/8/2020 20:00,6,232
21/8/2020 23:00,1,232
22/8/2020 2:00,6,232
22/8/2020 5:00,4,232
22/8/2020 8:00,4,232
22/8/2020 11:00,1,232
22/8/2020 14:00,4,232
22/8/2020 17:00,4,232
22/8/2020 20:00,1,232
22/8/2020 23:00,2,232
23/8/2020 2:00,0,232
23/8/2020 5:00,1,232
23/8/2020 8:00,2,232
23/8/2020 11:00,1,232
23/8/2020 14:00,2,232
23/8/2020 17:00,8,232
23/8/2020 20:00,2,232
23/8/2020 23:00,2,232
24/8/2020 2:00,3,232
24/8/2020 5:00,2,232
24/8/2020 8:00,0,232
24/8/2020 11:00,1,232
24/8/2020 14:00,6,232
24/8/2020 17:00,8,232
24/8/2020 20:00,1,232
24/8/2020 23:00,80,232
25/8/2020 2:00,1,232
25/8/2020 5:00,6,232
25/8/2020 8:00,1,232
25/8/2020 11:00,6,232
25/8/2020 14:00,4,232
25/8/2020 17:00,4,232
25/8/2020 20:00,1,232
25/8/2020 23:00,4,232
26/8/2020 2:00,4,232
26/8/2020 5:00,1,232
26/8/2020 8:00,2,232
26/8/2020 11:00,0,232
26/8/2020 14:00,1,232
26/8/2020 17:00,2,232
26/8/2020 20:00,1,232
26/8/2020 23:00,2,232
27/8/2020 2:00,8,232
27/8/2020 5:00,2,232
27/8/2020 8:00,2,232
27/8/2020 11:00,3,232
27/8/2020 14:00,2,232
27/8/2020 17:00,0,232
27/8/2020 20:00,1,232
27/8/2020 23:00,6,232
28/8/2020 2:00,8,232
28/8/2020 5:00,1,232
28/8/2020 8:00,80,232
28/8/2020 11:00,1,232
28/8/2020 14:00,6,232
28/8/2020 17:00,1,232
28/8/2020 20:00,6,232
28/8/2020 23:00,4,232
29/8/2020 2:00,4,232
29/8/2020 5:00,1,232
29/8/2020 8:00,4,232
29/8/2020 11:00,4,232
29/8/2020 14:00,1,232
29/8/2020 17:00,2,232
29/8/2020 20:00,90,232
29/8/2020 23:00,40,232
30/8/2020 2:00,70,232
30/8/2020 5:00,90,232
30/8/2020 8:00,40,232
30/8/2020 11:00,70,232
30/8/2020 14:00,90,232
30/8/2020 17:00,2,232
30/8/2020 20:00,2,232
30/8/2020 23:00,1,232
31/8/2020 2:00,0,232
31/8/2020 5:00,3,232
31/8/2020 8:00,8,232
31/8/2020 11:00,5,232
31/8/2020 14:00,1,232
31/8/2020 17:00,8,232
31/8/2020 20:00,4,232
31/8/2020 23:00,1,232
8/1/2020 2:00,1,328
8/1/2020 5:00,1,328
8/1/2020 8:00,2,328
8/1/2020 11:00,8,328
8/1/2020 14:00,2,328
8/1/2020 17:00,8,328
8/1/2020 20:00,1,328
8/1/2020 23:00,6,328
8/2/2020 2:00,1,328
8/2/2020 5:00,2,328
8/2/2020 8:00,1,328
8/2/2020 11:00,2,328
8/2/2020 14:00,6,328
8/2/2020 17:00,2,328
8/2/2020 20:00,2,328
8/2/2020 23:00,1,328
8/3/2020 2:00,0,328
8/3/2020 5:00,3,328
8/3/2020 8:00,8,328
8/3/2020 11:00,5,328
8/3/2020 14:00,1,328
8/3/2020 17:00,8,328
8/3/2020 20:00,4,328
8/3/2020 23:00,1,328
8/4/2020 2:00,1,328
8/4/2020 5:00,1,328
8/4/2020 8:00,2,328
8/4/2020 11:00,8,328
8/4/2020 14:00,2,328
8/4/2020 17:00,8,328
8/4/2020 20:00,1,328
8/4/2020 23:00,6,328
8/5/2020 2:00,1,328
8/5/2020 5:00,2,328
8/5/2020 8:00,1,328
8/5/2020 11:00,2,328
8/5/2020 14:00,6,328
8/5/2020 17:00,2,328
8/5/2020 20:00,2,328
8/5/2020 23:00,1,328
8/6/2020 2:00,0,328
8/6/2020 5:00,3,328
8/6/2020 8:00,8,328
8/6/2020 11:00,5,328
8/6/2020 14:00,1,328
8/6/2020 17:00,8,328
8/6/2020 20:00,1,328
8/6/2020 23:00,1,328
8/7/2020 2:00,2,328
8/7/2020 5:00,3,328
8/7/2020 8:00,3,328
8/7/2020 11:00,2,328
8/7/2020 14:00,2,328
8/7/2020 17:00,5,328
8/7/2020 20:00,7,328
8/7/2020 23:00,2,328
8/8/2020 2:00,2,328
8/8/2020 5:00,2,328
8/8/2020 8:00,1,328
8/8/2020 11:00,1,328
8/8/2020 14:00,8,328
8/8/2020 17:00,2,328
8/8/2020 20:00,4,328
8/8/2020 23:00,6,328
8/9/2020 2:00,0,328
8/9/2020 5:00,1,328
8/9/2020 8:00,1,328
8/9/2020 11:00,2,328
8/9/2020 14:00,3,328
8/9/2020 17:00,3,328
8/9/2020 20:00,2,328
8/9/2020 23:00,2,328
8/10/2020 2:00,5,328
8/10/2020 5:00,7,328
8/10/2020 8:00,2,328
8/10/2020 11:00,2,328
8/10/2020 14:00,2,328
8/10/2020 17:00,1,328
8/10/2020 20:00,1,328
8/10/2020 23:00,8,328
8/11/2020 2:00,2,328
8/11/2020 5:00,4,328
8/11/2020 8:00,6,328
8/11/2020 11:00,0,328
8/11/2020 14:00,1,328
8/11/2020 17:00,1,328
8/11/2020 20:00,2,328
8/11/2020 23:00,3,328
8/12/2020 2:00,3,328
8/12/2020 5:00,2,328
8/12/2020 8:00,60,328
8/12/2020 11:00,60,328
8/12/2020 14:00,60,328
8/12/2020 17:00,60,328
8/12/2020 20:00,2,328
8/12/2020 23:00,3,328
13/8/2020 2:00,7,328
13/8/2020 5:00,2,328
13/8/2020 8:00,2,328
13/8/2020 11:00,2,328
13/8/2020 14:00,2,328
13/8/2020 17:00,5,328
13/8/2020 20:00,1,328
13/8/2020 23:00,8,328
14/8/2020 2:00,1,328
14/8/2020 5:00,4,328
14/8/2020 8:00,2,328
14/8/2020 11:00,2,328
14/8/2020 14:00,2,328
14/8/2020 17:00,4,328
14/8/2020 20:00,2,328
14/8/2020 23:00,6,328
15/8/2020 2:00,2,328
15/8/2020 5:00,3,328
15/8/2020 8:00,7,328
15/8/2020 11:00,2,328
15/8/2020 14:00,2,328
15/8/2020 17:00,2,328
15/8/2020 20:00,2,328
15/8/2020 23:00,5,328
16/8/2020 2:00,1,328
16/8/2020 5:00,8,328
16/8/2020 8:00,1,328
16/8/2020 11:00,4,328
16/8/2020 14:00,2,328
16/8/2020 17:00,2,328
16/8/2020 20:00,2,328
16/8/2020 23:00,4,328
17/8/2020 2:00,2,328
17/8/2020 5:00,6,328
17/8/2020 8:00,2,328
17/8/2020 11:00,3,328
17/8/2020 14:00,7,328
17/8/2020 17:00,2,328
17/8/2020 20:00,2,328
17/8/2020 23:00,2,328
18/8/2020 2:00,2,328
18/8/2020 5:00,20,328
18/8/2020 8:00,20,328
18/8/2020 11:00,20,328
18/8/2020 14:00,11,328
18/8/2020 17:00,43,328
18/8/2020 20:00,2,328
18/8/2020 23:00,2,328
19/8/2020 2:00,2,328
19/8/2020 5:00,4,328
19/8/2020 8:00,0,328
19/8/2020 11:00,28,328
19/8/2020 14:00,22,328
19/8/2020 17:00,7,328
19/8/2020 20:00,1,328
19/8/2020 23:00,3,328
20/8/2020 2:00,2,328
20/8/2020 5:00,1,328
20/8/2020 8:00,20,328
20/8/2020 11:00,11,328
20/8/2020 14:00,5,328
20/8/2020 17:00,0,328
20/8/2020 20:00,6,328
20/8/2020 23:00,8,328
21/8/2020 2:00,12,328
21/8/2020 5:00,8,328
21/8/2020 8:00,3,328
21/8/2020 11:00,6,328
21/8/2020 14:00,2,328
21/8/2020 17:00,6,328
21/8/2020 20:00,8,328
21/8/2020 23:00,7,328
22/8/2020 2:00,56,328
22/8/2020 5:00,8,328
22/8/2020 8:00,9,328
22/8/2020 11:00,4,328
22/8/2020 14:00,8,328
22/8/2020 17:00,2,328
22/8/2020 20:00,3,328
22/8/2020 23:00,1,328
23/8/2020 2:00,2,328
23/8/2020 5:00,23,328
23/8/2020 8:00,3,328
23/8/2020 11:00,6,328
23/8/2020 14:00,8,328
23/8/2020 17:00,3,328
23/8/2020 20:00,2,328
23/8/2020 23:00,10,328
24/8/2020 2:00,38,328
24/8/2020 5:00,2,328
